City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
621,Medicina,IT,65.43,overcast clouds,44.4787,11.6381,Hotel San Vitale
622,Eureka,US,68.67,scattered clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
623,Santa Cruz De Tenerife,ES,69.87,broken clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
624,Aswan,EG,78.1,clear sky,24.0934,32.907,Nuba Nile
625,Akonolinga,CM,66.99,moderate rain,3.7667,12.25,Le Diamant De Mireille
626,Rio Branco,BR,81.21,few clouds,-9.9747,-67.81,Hotel Guapindaia Bosque
627,Mocuba,MZ,69.67,clear sky,-16.8392,36.9856,Phama Lodge
628,Berberati,CF,65.57,overcast clouds,4.2612,15.7922,MAIRIE DE BERBERATI
630,Wajima,JP,68.68,broken clouds,37.4,136.9,Wajiima Onsen Yashio
632,Hede,CN,67.98,clear sky,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
635,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
