City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Constantine,DZ,36.365,6.6147,58.41,62,0,0.0,clear sky
347,Touros,BR,-5.1989,-35.4608,77.2,80,62,17.31,broken clouds
348,Barra Do Corda,BR,-5.5,-45.25,85.05,45,100,1.68,overcast clouds
349,Ponta Delgada,PT,37.7333,-25.6667,66.51,72,20,6.91,few clouds
350,Campbell River,CA,50.0163,-125.2446,70.18,46,20,2.3,few clouds
351,Pevek,RU,69.7008,170.3133,17.37,92,97,3.74,overcast clouds
352,Esso,RU,55.9333,158.7,31.32,84,76,2.57,broken clouds
353,Port Macquarie,AU,-31.4333,152.9167,70.9,64,53,8.55,broken clouds
354,Atagay,RU,55.1033,99.3875,28.13,83,20,5.01,few clouds
355,Nouadhibou,MR,20.931,-17.0347,69.78,88,0,12.66,clear sky
356,Port-Gentil,GA,-0.7193,8.7815,77.38,81,100,3.83,overcast clouds
357,Wankaner,IN,22.6167,70.9333,74.01,38,92,1.88,overcast clouds
358,Giyani,ZA,-23.3025,30.7187,67.32,82,88,10.94,overcast clouds
359,Beringovskiy,RU,63.05,179.3167,29.1,67,100,16.37,overcast clouds
360,Klyuchi,RU,52.2667,79.1667,48.31,36,100,4.79,overcast clouds
361,Tarbes,FR,43.25,0.1667,61.5,72,0,4.61,clear sky
362,Kabinda,CD,-6.1333,24.4833,66.07,95,100,7.05,overcast clouds
363,Puerto Narino,CO,-3.7703,-70.3831,73.62,97,100,2.75,overcast clouds
364,Kruisfontein,ZA,-34.0033,24.7314,59.95,87,100,9.31,overcast clouds
365,Quimper,FR,48.0,-4.1,55.98,94,0,3.44,clear sky
366,Coihaique,CL,-45.5752,-72.0662,54.21,62,0,4.61,clear sky
367,Plettenberg Bay,ZA,-34.0527,23.3716,61.68,83,100,8.68,overcast clouds
368,Saskylakh,RU,71.9167,114.0833,32.65,93,100,17.49,overcast clouds
369,Yatou,CN,37.15,122.3833,64.51,62,100,7.65,overcast clouds
370,Awjilah,LY,29.1081,21.2869,67.5,68,0,9.95,clear sky
371,Longyan,CN,25.1072,117.0225,74.1,57,100,6.24,overcast clouds
372,Sofiyivka,UA,48.0493,33.8746,39.67,64,64,8.03,broken clouds
373,Tabas,IR,33.5959,56.9244,72.25,14,0,3.31,clear sky
374,Redmond,US,47.674,-122.1215,76.44,58,0,1.01,clear sky
375,Catalina,US,32.5056,-110.9211,76.23,59,70,1.01,broken clouds
376,Marzuq,YE,14.4,46.4667,67.75,59,5,2.08,clear sky
377,Wajir,KE,1.7471,40.0573,75.81,68,100,15.5,overcast clouds
378,Rock Sound,BS,24.9,-76.2,82.35,74,5,16.35,clear sky
379,Quelimane,MZ,-17.8786,36.8883,75.15,83,0,8.05,clear sky
380,Dao,PH,11.3937,122.6856,83.01,83,100,5.48,overcast clouds
381,Kalmunai,LK,7.4167,81.8167,78.08,83,100,4.59,overcast clouds
382,Richards Bay,ZA,-28.783,32.0377,68.5,72,100,5.91,overcast clouds
383,Weymouth,US,42.2209,-70.9398,59.22,88,0,8.05,clear sky
384,La Ronge,CA,55.1001,-105.2842,35.85,48,20,10.36,few clouds
385,Tshikapa,CD,-6.4167,20.8,69.66,96,100,3.91,light rain
386,Mirnyy,RU,62.5353,113.9611,28.24,92,100,15.99,overcast clouds
387,Pangody,RU,65.85,74.4859,33.01,90,85,6.46,overcast clouds
388,Te Anau,NZ,-45.4167,167.7167,61.81,49,99,3.69,overcast clouds
389,Mitsamiouli,KM,-11.3847,43.2844,74.7,78,1,9.78,clear sky
390,Belaya Gora,RU,68.5333,146.4167,12.45,77,84,8.52,broken clouds
391,Port Maria,JM,18.3685,-76.8895,82.36,94,100,6.87,overcast clouds
392,Gogrial,SS,8.5332,28.1004,73.18,86,100,3.76,overcast clouds
393,Inuvik,CA,68.3499,-133.7218,23.86,74,75,8.05,broken clouds
394,Grand Gaube,MU,-20.0064,57.6608,70.2,77,100,5.99,overcast clouds
395,Egvekinot,RU,66.3167,-179.1667,14.22,79,75,10.69,broken clouds
396,Choya,RU,52.0108,86.5467,38.61,58,32,3.89,scattered clouds
397,Abu Samrah,SY,35.3029,37.1841,65.39,65,1,5.32,clear sky
398,Batemans Bay,AU,-35.7167,150.1833,60.1,73,93,9.4,overcast clouds
399,Bintulu,MY,3.1667,113.0333,79.21,94,20,3.44,few clouds
400,Ahipara,NZ,-35.1667,173.1667,62.17,58,12,8.99,few clouds
401,Lagoa,PT,39.05,-27.9833,64.99,65,63,25.72,light rain
402,Kamenka,RU,51.3223,42.7678,36.59,74,15,3.74,few clouds
403,Ziro,IN,27.6333,93.8333,48.94,94,16,2.21,few clouds
404,Noumea,NC,-22.2763,166.4572,85.98,61,0,13.69,clear sky
405,Yangjiang,CN,21.85,111.9667,74.28,55,22,8.5,few clouds
406,Kapoeta,SS,4.7717,33.5903,78.21,54,70,12.62,broken clouds
407,Varhaug,NO,58.6147,5.6457,49.89,82,100,17.27,overcast clouds
408,Chenzhou,CN,25.8,113.0333,68.0,45,11,5.75,few clouds
409,Vilhena,BR,-12.7406,-60.1458,70.2,84,100,3.8,overcast clouds
410,Sungaipenuh,ID,-2.0833,101.3833,66.92,93,100,1.43,light rain
411,Krasnozerskoye,RU,53.9828,79.2374,45.16,47,100,2.71,overcast clouds
412,Hof,DE,50.3167,11.9167,58.62,94,75,10.36,broken clouds
413,Gorele,TR,41.0308,39.0031,62.04,86,99,1.81,overcast clouds
414,Jiayuguan,CN,39.8167,98.3,48.9,25,0,4.32,clear sky
415,Yamada,JP,39.4667,141.95,64.78,74,41,3.51,scattered clouds
416,Bac Lieu,VN,9.285,105.7244,75.54,80,81,6.93,broken clouds
417,Santa Cruz,BO,-17.8,-63.1667,80.06,61,40,2.3,scattered clouds
418,Byron Bay,AU,-28.65,153.6167,74.71,71,34,5.93,scattered clouds
419,Leh,IN,34.1667,77.5833,38.21,35,4,4.97,clear sky
420,Bonthe,SL,7.5264,-12.505,75.61,89,99,1.12,moderate rain
421,Mangrol,IN,21.1167,70.1167,77.52,48,26,8.46,scattered clouds
422,Touba,CI,8.2833,-7.6833,68.72,97,100,5.35,overcast clouds
423,Pedro Carbo,EC,-1.8333,-80.2333,72.34,72,97,7.85,overcast clouds
424,Kudat,MY,6.8837,116.8477,84.13,79,20,6.91,few clouds
425,Konevo,RU,62.1215,39.3192,43.47,96,99,5.19,overcast clouds
426,Upata,VE,8.0086,-62.3989,71.87,94,69,3.94,broken clouds
427,Mehamn,NO,71.0357,27.8492,44.55,87,75,12.66,broken clouds
428,Gat,IL,31.61,34.7642,71.4,54,0,4.32,clear sky
429,Alakurtti,RU,66.9672,30.3491,43.63,98,100,5.53,overcast clouds
430,Ratnagiri,IN,16.9833,73.3,76.24,79,85,5.91,overcast clouds
431,Colares,PT,38.7992,-9.4469,67.33,83,85,5.01,overcast clouds
432,Nelson Bay,AU,-32.7167,152.15,71.65,70,31,4.0,scattered clouds
433,Trofors,NO,65.5333,13.4063,37.27,94,81,4.43,broken clouds
434,Svetlyy,RU,54.675,20.1347,57.25,91,82,12.44,broken clouds
435,Lubango,AO,-14.9172,13.4925,58.19,85,77,3.47,broken clouds
436,Hoogeveen,NL,52.6833,6.5833,55.98,87,100,13.51,overcast clouds
437,Ajmer,IN,26.45,74.6333,68.4,46,0,2.46,clear sky
438,Keti Bandar,PK,24.1447,67.4497,79.57,67,74,14.0,broken clouds
439,Yashkul,RU,46.1711,45.3435,47.41,65,0,12.68,clear sky
440,Palauig,PH,15.435,119.9045,82.42,76,100,7.7,overcast clouds
441,Kaohsiung,TW,22.6163,120.3133,78.75,89,75,4.61,heavy intensity rain
442,Belmonte,BR,-15.8631,-38.8828,73.42,84,59,10.27,broken clouds
443,Cervo,ES,43.6702,-7.4101,57.96,85,100,5.48,overcast clouds
444,Erzin,TR,36.9559,36.2,66.31,58,100,3.56,overcast clouds
445,Dwarka,IN,22.2394,68.9678,81.0,64,26,10.25,scattered clouds
446,Labuhan,ID,-6.8844,112.2051,81.77,75,100,6.6,light rain
447,Havre,FR,49.5833,0.3333,56.97,88,0,13.8,clear sky
448,Djibo,BF,14.1022,-1.6306,82.98,56,51,13.82,broken clouds
449,Altay,CN,47.8667,88.1167,46.96,31,99,6.02,overcast clouds
450,Kill,IE,52.1761,-7.335,45.73,89,1,12.75,clear sky
451,Inhambane,MZ,-23.865,35.3833,69.75,86,1,6.6,clear sky
452,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,65,92,28.79,overcast clouds
453,Iralaya,HN,15.0,-83.2333,80.26,85,96,8.52,overcast clouds
454,Fortuna,US,40.5982,-124.1573,64.9,77,0,10.36,clear sky
455,Port Lincoln,AU,-34.7333,135.8667,60.84,60,2,6.17,clear sky
456,Portland,US,45.5234,-122.6762,84.79,30,0,16.11,clear sky
457,Aki,JP,33.5,133.9,75.15,60,0,2.8,clear sky
458,Ahuimanu,US,21.4447,-157.8378,83.79,61,10,4.0,clear sky
459,Storforshei,NO,66.4043,14.5233,41.67,100,40,0.0,scattered clouds
460,Anito,PH,12.4497,125.2886,86.5,67,100,6.55,overcast clouds
461,Myingyan,MM,21.4667,95.3833,80.78,82,22,3.24,few clouds
462,Tarata,BO,-17.6167,-66.0167,65.62,71,100,6.58,overcast clouds
463,Fernie,CA,49.5,-115.0687,60.89,61,7,1.19,clear sky
464,Lompoc,US,34.6391,-120.4579,68.56,87,100,11.5,overcast clouds
465,Rawson,AR,-43.3002,-65.1023,50.61,80,86,19.53,overcast clouds
466,Stromness,GB,58.965,-3.296,44.87,88,100,1.01,overcast clouds
467,Olafsvik,IS,64.8945,-23.7142,35.46,68,90,40.6,overcast clouds
468,Novokruchininskiy,RU,51.7833,113.7667,31.73,47,13,8.84,few clouds
469,Santa Fe,AR,-31.6333,-60.7,61.02,82,30,8.5,scattered clouds
470,Ano Mera,GR,37.45,25.4,65.43,78,6,27.92,clear sky
471,George,ZA,-33.963,22.4617,56.75,100,75,12.66,broken clouds
472,Krasnoselkup,RU,65.7,82.4667,29.62,86,95,9.93,overcast clouds
473,Beisfjord,NO,68.3751,17.5988,46.45,98,100,4.61,light rain
474,Mount Hagen,PG,-5.8581,144.2274,77.99,38,7,3.31,clear sky
475,Vostok,RU,46.4856,135.8833,50.94,70,100,7.94,overcast clouds
476,Anloga,GH,5.7947,0.8973,78.66,84,100,11.36,moderate rain
477,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,88,75,20.4,broken clouds
478,Turan,VN,16.0678,108.2208,80.58,74,75,5.75,broken clouds
479,Severnoye,RU,56.3491,78.3619,39.63,62,100,3.33,overcast clouds
480,Boulsa,BF,12.6675,-0.5758,78.15,66,22,7.65,few clouds
481,Lyangasovo,RU,58.5176,49.4472,39.94,94,100,5.48,overcast clouds
482,Tobermory,CA,45.2501,-81.6665,45.77,78,100,26.53,overcast clouds
483,San Jeronimo,PE,-11.9472,-75.2829,52.61,73,100,2.91,overcast clouds
484,Saint Anthony,US,45.0205,-93.218,50.09,65,100,5.75,overcast clouds
485,Ucluelet,CA,48.9329,-125.5528,68.31,73,6,3.27,clear sky
486,Tanhacu,BR,-14.0214,-41.2481,72.73,63,0,7.96,clear sky
487,Puli,TW,23.9664,120.9695,75.22,99,100,0.36,moderate rain
488,Barmer,IN,25.75,71.3833,76.5,32,0,4.9,clear sky
489,Okakarara,NA,-20.5833,17.4333,69.22,53,100,11.61,overcast clouds
490,Kirakira,SB,-10.4544,161.9205,83.66,76,100,5.46,overcast clouds
491,Flinders,AU,-34.5833,150.8552,71.19,58,66,4.0,broken clouds
492,Mantua,IT,45.1667,10.7833,64.09,83,100,3.0,overcast clouds
493,Sao Borja,BR,-28.6606,-56.0044,69.94,93,100,8.86,overcast clouds
494,Port Hedland,AU,-20.3167,118.5667,86.05,23,11,8.05,few clouds
495,Sao Gotardo,BR,-19.3111,-46.0489,66.63,40,88,9.33,overcast clouds
496,Alihe,CN,50.5667,123.7167,38.46,54,54,9.13,broken clouds
497,Tunceli,TR,39.1083,39.5471,54.84,81,21,2.53,few clouds
498,Yeroham,IL,30.9872,34.9314,67.59,47,0,3.15,clear sky
499,Zhumadian,CN,32.9794,114.0294,70.68,42,15,4.0,few clouds
500,Isakly,RU,54.1333,51.5333,39.49,84,55,6.55,broken clouds
501,Ballina,AU,-28.8667,153.5667,74.79,79,25,5.12,scattered clouds
502,Jaguey Grande,CU,22.5269,-81.1286,75.4,93,6,5.55,light rain
503,Durban,ZA,-29.8579,31.0292,66.02,90,100,3.0,overcast clouds
504,Matagami,CA,49.7502,-77.6328,42.91,100,100,8.05,light rain
505,Elizabeth City,US,36.2946,-76.2511,66.22,76,0,7.47,clear sky
506,Buala,SB,-8.145,159.5921,87.31,57,95,3.98,overcast clouds
507,Bartica,GY,6.4,-58.6167,79.12,94,43,2.82,scattered clouds
508,Chuzhou,CN,32.3219,118.2978,66.2,56,6,6.08,clear sky
509,Zhuanghe,CN,39.7008,122.9911,56.25,46,100,14.25,overcast clouds
510,College,US,64.8569,-147.8028,33.58,76,100,5.75,overcast clouds
511,Sociedad,SV,13.7,-88.0167,73.56,92,84,1.14,broken clouds
512,Mardin,TR,37.3131,40.7436,58.71,64,88,5.79,overcast clouds
513,Hami,CN,42.8,93.45,53.67,27,9,7.38,clear sky
514,Pasinler,TR,39.9803,41.6764,45.59,78,100,0.45,light rain
515,Zyryanka,RU,65.75,150.85,11.98,91,87,7.94,overcast clouds
516,Fairbanks,US,64.8378,-147.7164,33.6,76,100,5.75,overcast clouds
517,Zyryanovsk,KZ,49.7386,84.2719,42.39,46,100,1.25,overcast clouds
518,Auraiya,IN,26.4667,79.5167,72.3,66,0,1.9,clear sky
519,Ushtobe,KZ,45.2514,77.9838,54.18,34,55,2.68,broken clouds
520,Cape Coast,GH,5.1053,-1.2466,76.53,89,100,10.58,overcast clouds
521,Ludhiana,IN,30.9,75.85,67.98,60,0,4.94,clear sky
522,Malakal,SS,9.5334,31.6605,74.08,81,100,0.96,overcast clouds
523,Chateaubelair,VC,13.2833,-61.25,79.32,83,20,5.75,few clouds
524,Araouane,ML,18.9048,-3.5265,88.9,15,33,3.85,scattered clouds
525,Along,IN,28.1667,94.7667,66.85,92,28,1.32,scattered clouds
526,Fernley,US,39.608,-119.2518,81.46,12,0,5.57,clear sky
527,Ibra,OM,22.6906,58.5334,71.04,35,89,3.06,overcast clouds
528,Siva,EG,29.2041,25.5195,69.96,57,0,8.61,clear sky
529,Novouzensk,RU,50.4592,48.1431,38.39,69,6,6.26,clear sky
530,Lerwick,GB,60.1545,-1.1494,48.83,75,39,11.72,scattered clouds
531,Dagana,MR,16.5165,-15.5068,81.99,53,0,12.59,clear sky
532,Umm Kaddadah,SD,13.6017,26.6876,81.91,22,1,14.03,clear sky
533,Beloha,MG,-25.1667,45.05,66.58,98,44,5.12,scattered clouds
534,Andrelandia,BR,-21.7397,-44.3092,60.98,93,100,6.11,overcast clouds
535,Sibolga,ID,1.7427,98.7792,75.06,92,100,0.69,overcast clouds
536,Nishihara,JP,26.1842,127.7558,85.28,77,40,20.71,scattered clouds
537,Maniitsoq,GL,65.4167,-52.9,34.02,58,97,8.88,overcast clouds
538,Dunmore Town,BS,25.5,-76.65,82.04,75,10,19.17,clear sky
539,Mandalgovi,MN,45.7625,106.2708,26.69,49,0,7.02,clear sky
540,Oranjestad,AW,12.524,-70.027,82.9,82,20,14.97,few clouds
541,San Lorenzo,PY,-25.3333,-57.5333,76.14,73,20,4.61,thunderstorm
542,Tautira,PF,-17.7333,-149.15,76.51,77,45,13.35,scattered clouds
543,Mapiri,BO,-15.25,-68.1667,70.45,77,100,0.78,overcast clouds
544,Tual,ID,-5.6667,132.75,83.57,74,100,8.12,overcast clouds
545,Eyl,SO,7.9803,49.8164,76.41,88,9,7.0,clear sky
546,Youhao,CN,47.8667,128.8333,42.73,36,0,11.68,clear sky
547,Benin,BJ,9.5,2.25,71.38,92,92,3.09,overcast clouds
548,Hibbing,US,47.4272,-92.9377,42.15,93,100,11.5,overcast clouds
549,Kieta,PG,-6.2167,155.6333,83.93,73,51,4.32,light rain
550,Lukulu,ZM,-14.3707,23.242,65.64,23,3,6.73,clear sky
551,Bismarck,US,46.8083,-100.7837,47.43,81,100,19.57,overcast clouds
552,Beaverlodge,CA,55.2166,-119.4361,56.55,59,39,6.78,scattered clouds
553,Bengkulu,ID,-3.8004,102.2655,77.65,81,77,2.01,broken clouds
554,Mokhsogollokh,RU,61.4681,128.9203,24.04,82,79,6.17,broken clouds
555,Rio Gallegos,AR,-51.6226,-69.2181,50.05,32,0,0.0,clear sky
556,Dauphin,CA,51.1494,-100.0502,41.14,52,100,24.16,overcast clouds
557,Tanete,ID,-3.9443,119.7848,82.45,77,100,6.49,overcast clouds
558,Vanavara,RU,60.34,102.2797,26.62,85,83,4.52,broken clouds
559,Shingu,JP,33.7333,135.9833,72.9,82,61,6.02,broken clouds
560,Husavik,IS,66.0449,-17.3389,34.0,99,100,28.99,snow
561,Lazo,RU,43.3817,133.9014,60.39,52,100,3.18,overcast clouds
562,Le Mars,US,42.7942,-96.1656,60.31,28,0,3.44,clear sky
563,Thanh Hoa,VN,19.8,105.7667,74.37,63,6,7.18,clear sky
564,Sinnamary,GF,5.3833,-52.95,79.61,86,11,9.82,few clouds
565,Sirnak,TR,37.5228,42.4594,60.42,44,98,5.12,overcast clouds
566,Atlantic City,US,39.3643,-74.4229,64.0,77,0,7.0,clear sky
567,Tucurui,BR,-3.7661,-49.6725,75.29,90,85,1.03,overcast clouds
568,Walvis Bay,NA,-22.9575,14.5053,60.1,94,94,2.3,overcast clouds
569,Opotiki,NZ,-38.0833,177.2833,68.38,45,100,5.41,overcast clouds
570,Anadyr,RU,64.75,177.4833,27.1,79,75,13.42,broken clouds
571,Caninde De Sao Francisco,BR,-9.66,-37.7894,72.03,78,3,7.43,clear sky
572,Zhezkazgan,KZ,47.8043,67.7144,50.16,52,100,6.22,overcast clouds
573,Kamaishi,JP,39.2667,141.8833,64.22,76,26,3.51,scattered clouds
574,Lavrentiya,RU,65.5833,-171.0,31.87,74,100,22.44,overcast clouds
575,Vista Hermosa,MX,19.5167,-99.2167,74.59,38,40,13.8,scattered clouds
576,Igunga,TZ,-4.2833,33.8833,72.72,54,100,7.16,overcast clouds
577,Mahon,ES,39.8885,4.2658,68.56,88,20,3.44,few clouds
578,Pitimbu,BR,-7.4706,-34.8086,77.59,79,8,13.58,clear sky
579,Belgrade,RS,44.804,20.4651,56.86,64,0,8.05,clear sky
580,Polyarnyy,RU,69.1989,33.4478,42.57,89,100,12.26,overcast clouds
581,Coos Bay,US,43.3665,-124.2179,61.99,88,0,9.22,clear sky
582,Lata,PT,40.1629,-8.3327,63.81,95,15,3.38,few clouds
583,Mariental,NA,-24.6333,17.9667,68.36,59,100,25.41,overcast clouds
584,Kosmynino,RU,57.5818,40.7643,42.28,91,77,6.69,broken clouds
585,Santa Maria,BR,-29.6842,-53.8069,63.7,77,0,11.5,clear sky
586,Lobatse,BW,-25.2167,25.6667,66.97,51,18,14.94,few clouds
587,Tazovskiy,RU,67.4667,78.7,31.08,92,100,8.37,overcast clouds
588,Amapa,BR,1.0,-52.0,72.01,91,10,2.91,clear sky
589,Nueva Loja,EC,0.0847,-76.8828,69.46,99,100,1.07,overcast clouds
590,Ahtopol,BG,42.1,27.95,59.76,75,99,15.79,overcast clouds
591,Lazaro Cardenas,MX,17.9583,-102.2,80.74,83,27,4.79,scattered clouds
592,Akyab,MM,20.15,92.9,79.92,85,100,6.62,overcast clouds
593,Beziers,FR,43.3476,3.219,67.48,83,100,8.05,overcast clouds
594,San Francisco,US,37.7749,-122.4194,66.02,84,75,16.11,broken clouds
595,Petrolina,BR,-9.3986,-40.5008,84.25,32,0,6.91,clear sky
596,Shirokiy,RU,49.758,129.523,41.47,39,16,12.3,few clouds
597,Lingao,CN,19.9103,109.6859,78.21,60,67,9.93,broken clouds
598,Lashio,MM,22.9333,97.75,66.94,97,29,0.94,scattered clouds
599,Vung Tau,VN,10.346,107.0843,75.69,83,34,9.4,scattered clouds
600,Camacha,PT,33.0833,-16.3333,67.42,78,40,2.3,scattered clouds
601,Salalah,OM,17.0151,54.0924,74.37,66,74,3.49,broken clouds
602,Butembo,CD,0.15,29.2833,57.6,95,100,2.15,overcast clouds
603,Ipojuca,BR,-8.3989,-35.0639,78.71,87,5,7.34,clear sky
604,Manakara,MG,-22.1333,48.0167,63.01,92,2,5.23,clear sky
605,Severinia,BR,-20.8094,-48.8028,74.82,61,100,15.1,overcast clouds
606,Finschhafen,PG,-6.6024,147.8681,85.91,66,73,7.49,broken clouds
607,Sept-Iles,CA,50.2001,-66.3821,48.72,99,100,21.85,mist
608,Bilibino,RU,68.0546,166.4372,0.61,97,97,0.85,overcast clouds
609,Hay River,CA,60.8156,-115.7999,33.78,60,75,4.61,broken clouds
610,Puerto Ayacucho,VE,5.6639,-67.6236,77.54,87,78,3.53,heavy intensity rain
611,Gallup,US,35.5281,-108.7426,65.01,27,100,4.81,overcast clouds
612,Pokhvistnevo,RU,53.6524,52.1274,42.01,84,99,6.93,overcast clouds
613,Ayabaca,PE,-4.6398,-79.7149,50.72,76,100,1.36,overcast clouds
614,Antofagasta,CL,-23.65,-70.4,60.08,72,45,4.29,scattered clouds
615,Padang,ID,-0.9492,100.3543,75.25,93,100,3.29,overcast clouds
616,Yangshe,CN,31.8899,120.6052,66.99,77,0,7.67,clear sky
617,Quesnel,CA,52.9999,-122.5029,66.7,48,0,0.0,clear sky
618,Berlevag,NO,70.8578,29.0864,44.6,87,100,11.5,overcast clouds
619,Omboue,GA,-1.5746,9.2618,74.59,90,100,0.18,light rain
620,Aden,YE,12.7794,45.0367,83.03,68,0,16.82,clear sky
621,Medicina,IT,44.4787,11.6381,65.43,80,100,2.26,overcast clouds
622,Eureka,US,40.8021,-124.1637,68.67,84,34,5.01,scattered clouds
623,Santa Cruz De Tenerife,ES,28.4682,-16.2546,69.87,93,75,8.05,broken clouds
624,Aswan,EG,24.0934,32.907,78.1,25,0,5.75,clear sky
625,Akonolinga,CM,3.7667,12.25,66.99,100,100,2.01,moderate rain
626,Rio Branco,BR,-9.9747,-67.81,81.21,78,20,3.44,few clouds
627,Mocuba,MZ,-16.8392,36.9856,69.67,68,0,2.71,clear sky
628,Berberati,CF,4.2612,15.7922,65.57,97,100,1.9,overcast clouds
629,Kupang,ID,-10.1667,123.5833,87.51,61,99,6.15,overcast clouds
630,Wajima,JP,37.4,136.9,68.68,88,75,8.05,broken clouds
631,Chichester,GB,50.8367,-0.78,59.29,82,24,5.99,few clouds
632,Hede,CN,33.7681,120.2517,67.98,60,8,5.91,clear sky
633,Sangar,RU,63.9242,127.4739,18.7,89,100,3.49,overcast clouds
634,Dali,CN,25.7,100.1833,58.55,93,98,3.71,overcast clouds
635,Road Town,VG,18.4167,-64.6167,82.44,83,40,6.91,scattered clouds
636,Sa Kaeo,TH,13.75,102.3333,67.03,94,100,0.81,overcast clouds
637,Rosetta,EG,31.4044,30.4164,74.34,67,20,12.3,few clouds
638,Great Yarmouth,GB,52.6083,1.7305,54.01,74,0,20.85,clear sky
639,Lyuban,BY,52.7985,28.0048,47.1,67,96,11.34,overcast clouds
640,Bafra,TR,41.5678,35.9069,61.83,76,100,1.86,overcast clouds
641,Novyy Urengoy,RU,66.0833,76.6333,32.54,89,100,7.11,overcast clouds
642,Bereda,ES,43.2686,-7.5406,60.58,94,100,5.14,overcast clouds
643,Saint-Augustin,CA,51.226,-58.6502,48.43,84,100,1.66,overcast clouds
644,Cap Malheureux,MU,-19.9842,57.6142,67.46,77,100,3.0,overcast clouds
645,Porto Walter,BR,-8.2686,-72.7439,72.63,90,67,0.96,moderate rain
646,Severo-Kurilsk,RU,50.6789,156.125,44.71,73,12,15.93,few clouds
647,Nakhon Thai,TH,17.1006,100.8374,71.42,88,93,2.66,overcast clouds
648,Agadez,NE,19.75,10.25,76.64,22,0,9.55,clear sky
649,Victoria,HK,22.2855,114.1577,84.18,47,100,18.01,overcast clouds
650,Saurimo,AO,-9.6608,20.3916,66.94,82,100,8.05,overcast clouds
651,Vangaindrano,MG,-23.35,47.6,63.36,90,0,4.97,clear sky
652,Cajabamba,PE,-7.6167,-78.05,56.57,74,100,4.41,light rain
653,Port Hawkesbury,CA,45.6169,-61.3485,57.18,99,100,14.97,mist
654,Bundaberg,AU,-24.85,152.35,77.22,66,91,5.01,overcast clouds
655,Asau,RO,46.4333,26.4,40.28,87,4,1.63,clear sky
656,Pimentel,PE,-6.8367,-79.9342,61.63,85,100,14.58,overcast clouds
657,Zanjan,IR,36.6736,48.4787,58.95,30,13,6.73,few clouds
658,Carutapera,BR,-1.195,-46.02,78.66,82,43,6.17,scattered clouds
659,Moree,AU,-29.4667,149.85,72.36,41,3,6.71,clear sky
660,Gorontalo,ID,0.5412,123.0595,86.38,66,86,2.93,overcast clouds
661,Paita,PE,-5.0892,-81.1144,63.19,83,100,16.44,overcast clouds
662,Mwinilunga,ZM,-11.7358,24.4293,60.71,35,69,1.61,broken clouds
663,Bembibre,ES,42.6177,-6.4155,61.39,97,100,0.92,overcast clouds
664,Moerai,PF,-22.4333,-151.3333,73.69,81,33,13.78,scattered clouds
665,Rafraf,TN,37.1904,10.1837,64.71,77,3,7.05,clear sky
666,Gigmoto,PH,13.7796,124.39,85.1,77,100,13.31,overcast clouds
667,Huarmey,PE,-10.0681,-78.1522,62.6,82,87,8.79,overcast clouds
668,Raudeberg,NO,61.9875,5.1352,48.87,31,100,23.91,overcast clouds
669,Jamkhed,IN,18.7362,75.3121,68.41,78,100,11.1,overcast clouds
670,Mayo,US,38.8876,-76.5119,66.18,87,0,1.01,clear sky
671,Bagdarin,RU,54.4333,113.6,26.1,59,2,5.12,clear sky
672,Synya,RU,65.3718,58.0387,32.88,92,98,3.24,overcast clouds
673,Bilma,NE,18.6853,12.9164,77.2,18,0,1.68,clear sky
674,Karawang,ID,-6.3042,107.3079,82.85,73,100,5.19,overcast clouds
675,Tromso,NO,69.6496,18.957,43.38,87,40,2.3,scattered clouds
676,Florianopolis,BR,-27.6146,-48.5012,67.41,96,100,5.75,overcast clouds
677,Srednekolymsk,RU,67.45,153.6833,11.97,90,74,6.8,broken clouds
678,Kallithea,GR,37.95,23.7,64.45,69,40,8.01,scattered clouds
679,Guymon,US,36.6828,-101.4816,66.15,35,3,12.59,clear sky
680,Antibes,FR,43.5624,7.1278,63.14,86,0,9.22,clear sky
681,Iwanai,JP,42.9744,140.5089,63.3,72,93,3.76,overcast clouds
